lat,lng,countyName,city,state
41.5139,-87.2729,LAKE,HOBART,IN
40.5496,-85.66,GRANT,MARION,IN
45.7765,-122.5413,CLARK,BATTLE GROUND,WA
33.3595,-79.2958,GEORGETOWN,GEORGETOWN,SC
33.572,-117.1909,RIVERSIDE,MURRIETA,CA
45.8191,-120.8233,KLICKITAT,GOLDENDALE,WA
39.8432,-82.8121,FAIRFIELD,CANAL WINCHESTER,OH
39.1355,-76.6958,ANNE ARUNDEL,SEVERN,MD
34.7247,-80.7801,LANCASTER,LANCASTER,SC
38.0245,-79.0308,AUGUSTA,STUARTS DRAFT,VA
42.9142,-70.8128,ROCKINGHAM,HAMPTON BEACH,NH
35.9722,-86.5253,RUTHERFORD,SMYRNA,TN
44.1121,-103.0827,PENNINGTON,BOX ELDER,SD
39.643,-105.1936,JEFFERSON,MORRISON,CO
33.4608,-88.8297,OKTIBBEHA,STARKVILLE,MS
37.4129,-94.6984,CRAWFORD,PITTSBURG,KS
38.7495,-77.7151,FAUQUIER,NEW BALTIMORE,VA
37.1051,-76.5185,NEWPORT NEWS,NEWPORT NEWS,VA
43.6983,-124.1122,DOUGLAS,REEDSPORT,OR
43.1827,-89.2358,DANE,SUN PRAIRIE,WI
34.8508,-92.2028,PULASKI,SHERWOOD,AR
38.2692,-78.8252,ROCKINGHAM,GROTTOES,VA
39.1637,-86.5257,MONROE,BLOOMINGTON,IN
40.9036,-73.3446,SUFFOLK,NORTHPORT,NY
43.1706,-70.622,YORK,CAPE NEDDICK,ME
41.3138,-81.7452,CUYAHOGA,NORTH ROYALTON,OH
40.6042,-73.7149,NASSAU,LAWRENCE,NY
35.1195,-80.7101,MECKLENBURG,MATTHEWS,NC
38.6569,-77.2403,PRINCE WILLIAM,WOODBRIDGE,VA
36.8695,-87.8048,TRIGG,CADIZ,KY
40.443,-95.3835,ATCHISON,TARKIO,MO
41.2443,-82.6088,HURON,NORWALK,OH
39.879,-84.193,MONTGOMERY,VANDALIA,OH
42.9494,-72.2997,CHESHIRE,KEENE,NH
42.0345,-87.9009,COOK,DES PLAINES,IL
43.4075,-124.2364,COOS,NORTH BEND,OR
27.2977,-81.3715,HIGHLANDS,LAKE PLACID,FL
42.0862,-71.4113,NORFOLK,FRANKLIN,MA
34.7287,-82.2573,GREENVILLE,SIMPSONVILLE,SC
40.2577,-75.7251,BERKS,DOUGLASSVILLE,PA
30.6141,-97.2068,MILAM,THORNDALE,TX
33.2015,-96.6669,COLLIN,MCKINNEY,TX
29.5585,-95.3215,BRAZORIA,PEARLAND,TX
30.3921,-95.6958,MONTGOMERY,MONTGOMERY,TX
29.787,-93.2925,CAMERON,CAMERON,LA
30.6657,-96.3668,BRAZOS,BRYAN,TX
29.5825,-95.7602,FORT BEND,RICHMOND,TX
39.3743,-77.1535,CARROLL,MOUNT AIRY,MD
33.6095,-117.655,ORANGE,MISSION VIEJO,CA
44.4915,-84.5914,ROSCOMMON,ROSCOMMON,MI
40.5887,-73.666,NASSAU,LONG BEACH,NY
39.3489,-101.7142,SHERMAN,GOODLAND,KS
42.2986,-85.2296,CALHOUN,BATTLE CREEK,MI
34.7011,-76.7403,CARTERET,ATLANTIC BEACH,NC
33.1249,-86.745,SHELBY,CALERA,AL
34.1178,-117.6603,SAN BERNARDINO,UPLAND,CA
36.8447,-94.6093,NEWTON,SENECA,MO
41.2468,-75.8759,LUZERNE,WILKES-BARRE,PA
39.7936,-85.7737,HANCOCK,GREENFIELD,IN
37.7118,-76.3834,LANCASTER,KILMARNOCK,VA
35.6431,-101.5964,HUTCHINSON,FRITCH,TX
43.6868,-114.3731,BLAINE,KETCHUM,ID
44.6427,-72.8282,LAMOILLE,JEFFERSONVILLE,VT
37.961,-81.0796,FAYETTE,THURMOND,WV
38.9569,-76.7409,PRINCE GEORGE'S,BOWIE,MD
40.8034,-85.8301,WABASH,WABASH,IN
38.6876,-121.4418,SACRAMENTO,RIO LINDA,CA
34.0286,-114.2224,LA PAZ,PARKER,AZ
41.0054,-88.893,LIVINGSTON,LONG POINT,IL
40.8371,-81.2643,STARK,LOUISVILLE,OH
40.9236,-73.9983,BERGEN,BERGENFIELD,NJ
41.8762,-80.1246,ERIE,EDINBORO,PA
35.2348,-81.3501,CLEVELAND,KINGS MOUNTAIN,NC
44.4309,-88.0785,BROWN,DE PERE,WI
32.7344,-109.0972,GREENLEE,DUNCAN,AZ
36.5922,-121.8807,MONTEREY,MONTEREY,CA
35.3933,-80.6366,CABARRUS,CONCORD,NC
33.9721,-79.749,FLORENCE,COWARD,SC
32.8538,-79.8204,CHARLESTON,MOUNT PLEASANT,SC
32.5321,-83.0805,LAURENS,DUDLEY,GA
39.3714,-76.9716,CARROLL,SYKESVILLE,MD
26.2466,-80.2119,BROWARD,MARGATE,FL
60.7152,-151.2317,KENAI PENINSULA,NIKISKI,AK
60.2001,-151.3939,KENAI PENINSULA,CLAM GULCH,AK
44.0195,-116.9221,PAYETTE,FRUITLAND,ID
43.0438,-85.6779,KENT,COMSTOCK PARK,MI
36.7249,-120.0625,FRESNO,KERMAN,CA
45.5339,-94.1718,STEARNS,ST. CLOUD,MN
38.5455,-106.9225,GUNNISON,GUNNISON,CO
35.2677,-82.4526,HENDERSON,FLAT ROCK,NC
33.5434,-111.9595,MARICOPA,PARADISE VALLEY,AZ
40.7838,-81.5254,STARK,MASSILLON,OH
35.6029,-84.4717,MONROE,SWEETWATER,TN
38.6983,-91.4342,GASCONADE,HERMANN,MO
41.0615,-74.0047,ROCKLAND,PEARL RIVER,NY
40.889,-74.0461,BERGEN,HACKENSACK,NJ
40.8443,-73.2834,SUFFOLK,COMMACK,NY
41.0094,-81.6038,SUMMIT,BARBERTON,OH
42.7945,-85.5153,KENT,CALEDONIA,MI
38.0332,-84.9032,ANDERSON,LAWRENCEBURG,KY
38.0017,-84.1907,CLARK,WINCHESTER,KY
38.6668,-121.1422,SACRAMENTO,FOLSOM,CA
41.8433,-87.7909,COOK,BERWYN,IL
35.7893,-78.2047,NASH,MIDDLESEX,NC
38.5165,-89.99,ST. CLAIR,BELLEVILLE,IL
40.8952,-78.2145,CENTRE,PHILIPSBURG,PA
38.7185,-121.4455,SACRAMENTO,ELVERTA,CA
42.9351,-85.3457,KENT,LOWELL,MI
43.3884,-123.3231,DOUGLAS,SUTHERLIN,OR
35.6239,-79.0768,CHATHAM,MONCURE,NC
37.9024,-122.0398,CONTRA COSTA,WALNUT CREEK,CA
36.5224,-82.5453,SULLIVAN,KINGSPORT,TN
36.9426,-111.5071,COCONINO,PAGE,AZ
41.8346,-86.2473,BERRIEN,NILES,MI
33.564,-84.4103,CLAYTON,RIVERDALE,GA
40.7621,-73.0185,SUFFOLK,PATCHOGUE,NY
46.6678,-123.8006,PACIFIC,SOUTH BEND,WA
30.4551,-84.2526,LEON,TALLAHASSEE,FL
37.4252,-122.1674,SANTA CLARA,STANFORD,CA
36.1197,-83.4838,JEFFERSON,JEFFERSON CITY,TN
32.7784,-108.2698,GRANT,SILVER CITY,NM
29.7282,-90.6362,LAFOURCHE,RACELAND,LA
47.7516,-122.2489,KING,KENMORE,WA
38.6588,-90.5804,ST. LOUIS,CHESTERFIELD,MO
29.3876,-90.2739,LAFOURCHE,GOLDEN MEADOW,LA
38.124,-85.9736,HARRISON,ELIZABETH,IN
38.9449,-76.5876,ANNE ARUNDEL,RIVA,MD
27.7618,-82.4002,HILLSBOROUGH,APOLLO BEACH,FL
41.5476,-72.6549,MIDDLESEX,MIDDLETOWN,CT
34.6815,-82.9609,OCONEE,SENECA,SC
40.1798,-74.0255,MONMOUTH,BELMAR,NJ
28.8815,-81.324,VOLUSIA,DEBARY,FL
30.2941,-87.5851,BALDWIN,ORANGE BEACH,AL
34.6994,-82.1999,GREENVILLE,FOUNTAIN INN,SC
39.9651,-76.7315,YORK,YORK,PA
38.8759,-121.2916,PLACER,LINCOLN,CA
42.6746,-88.2723,RACINE,BURLINGTON,WI
42.7987,-83.6235,OAKLAND,HOLLY,MI
36.3172,-94.1526,BENTON,ROGERS,AR
21.3858,-158.0103,HONOLULU,WAIPAHU,HI
37.5606,-85.4311,MARION,RAYWICK,KY
37.9252,-81.6177,BOONE,TWILIGHT,WV
40.517,-107.5555,MOFFAT,CRAIG,CO
36.2046,-83.3006,HAMBLEN,MORRISTOWN,TN
35.1046,-89.9773,SHELBY,MEMPHIS,TN
40.9374,-72.9864,SUFFOLK,MILLER PLACE,NY
40.9601,-74.1249,BERGEN,GLEN ROCK,NJ
33.803,-85.1803,HARALSON,BUCHANAN,GA
33.7346,-116.2346,RIVERSIDE,INDIO,CA
45.8709,-112.0975,JEFFERSON,WHITEHALL,MT
30.4249,-86.6194,OKALOOSA,FORT WALTON BEACH,FL
41.2396,-81.3456,PORTAGE,STREETSBORO,OH
43.5397,-96.732,MINNEHAHA,SIOUX FALLS,SD
41.3851,-82.0194,LORAIN,NORTH RIDGEVILLE,OH
34.5328,-117.2104,SAN BERNARDINO,APPLE VALLEY,CA
33.856,-112.1168,MARICOPA,ANTHEM,AZ
32.4656,-93.7956,CADDO,SHREVEPORT,LA
40.3249,-79.699700000000007,WESTMORELAND,IRWIN,PA
42.4986,-83.1853,OAKLAND,BERKLEY,MI
38.2863,-90.4005,JEFFERSON,PEVELY,MO
28.3201,-80.732,BREVARD,ROCKLEDGE,FL
40.8072,-91.1247,DES MOINES,BURLINGTON,IA
33.6665,-79.8292,WILLIAMSBURG,KINGSTREE,SC
41.0228,-89.4062,MARSHALL,LACON,IL
41.6318,-88.0996,WILL,ROMEOVILLE,IL
37.3108,-89.5597,CAPE GIRARDEAU,CAPE GIRARDEAU,MO
40.9437,-78.9767,JEFFERSON,PUNXSUTAWNEY,PA
41.4459,-74.4236,ORANGE,MIDDLETOWN,NY
42.5008,-90.7067,DUBUQUE,DUBUQUE,IA
33.9379,-84.2065,GWINNETT,NORCROSS,GA
40.3018,-74.7378,MERCER,LAWRENCEVILLE,NJ
37.5521,-122.3122,SAN MATEO,SAN MATEO,CA
44.0333,-92.7482,DODGE,KASSON,MN
34.0368,-118.7845,LOS ANGELES,MALIBU,CA
43.6479,-108.2139,HOT SPRINGS,THERMOPOLIS,WY
41.3022,-111.8086,WEBER,EDEN,UT
34.0882,-118.3718,LOS ANGELES,WEST HOLLYWOOD,CA
42.5074,-82.9369,MACOMB,ROSEVILLE,MI
37.3057,-120.4778,MERCED,MERCED,CA
47.4014,-121.4109,KITTITAS,SNOQUALMIE PASS,WA
38.0622,-81.1084,FAYETTE,FAYETTEVILLE,WV
31.9157,-110.3257,COCHISE,BENSON,AZ
41.2155,-85.1715,ALLEN,HUNTERTOWN,IN
40.9736,-81.4045,STARK,UNIONTOWN,OH
40.6209,-74.4386,SOMERSET,NORTH PLAINFIELD,NJ
45.0604,-94.067,WRIGHT,HOWARD LAKE,MN
35.8661,-98.4166,BLAINE,WATONGA,OK
37.2622,-97.4282,SUMNER,WELLINGTON,KS
42.2431,-84.4037,JACKSON,JACKSON,MI
36.168,-82.8197,GREENE,GREENEVILLE,TN
38.6902,-83.6053,ADAMS,MANCHESTER,OH
29.4197,-98.2046,BEXAR,ST. HEDWIG,TX
40.3049,-121.0045,LASSEN,WESTWOOD,CA
34.2335,-97.4868,CARTER,HEALDTON,OK
39.8983,-80.1855,GREENE,WAYNESBURG,PA
30.5254,-97.666,WILLIAMSON,ROUND ROCK,TX
40.6866,-75.4904,NORTHAMPTON,NORTHAMPTON,PA
33.3759,-116.0115,IMPERIAL,SALTON SEA BEACH,CA
33.8659,-84.6838,COBB,POWDER SPRINGS,GA
35.3778,-77.972,WAYNE,GOLDSBORO,NC
45.387,-92.8477,CHISAGO,LINDSTROM,MN
40.2529,-80.0017,WASHINGTON,FINLEYVILLE,PA
28.6889,-81.2704,SEMINOLE,WINTER SPRINGS,FL
33.9278,-117.9513,ORANGE,LA HABRA,CA
41.6481,-93.4784,POLK,ALTOONA,IA
44.7648,-93.2795,DAKOTA,BURNSVILLE,MN
41.6441,-87.6365,COOK,RIVERDALE,IL
33.9479,-83.5341,OCONEE,BOGART,GA
31.041,-83.0748,LANIER,LAKELAND,GA
43.7939,-89.3332,MARQUETTE,MONTELLO,WI
28.9021,-81.9888,SUMTER,THE VILLAGES,FL
28.0668,-80.561,BREVARD,MELBOURNE BEACH,FL
28.3933,-80.605,BREVARD,CAPE CANAVERAL,FL
39.1175,-90.3271,JERSEY,JERSEYVILLE,IL
34.9237,-86.5671,MADISON,HAZEL GREEN,AL
32.856,-116.904,SAN DIEGO,LAKESIDE,CA
40.2815,-80.0874,WASHINGTON,MCMURRAY,PA
41.4524,-81.9295,CUYAHOGA,WESTLAKE,OH
31.2386,-89.8829,MARION,FOXWORTH,MS
39.4938,-86.0546,JOHNSON,FRANKLIN,IN
36.3276,-119.3269,TULARE,VISALIA,CA
34.7904,-82.6962,PICKENS,LIBERTY,SC
30.4717,-88.345,MOBILE,GRAND BAY,AL
35.8328,-83.9357,BLOUNT,ROCKFORD,TN
35.8813,-80.0807,DAVIDSON,THOMASVILLE,NC
45.912,-119.3145,UMATILLA,UMATILLA,OR
36.0663,-88.1046,BENTON,CAMDEN,TN
33.8525,-91.0339,BOLIVAR,ROSEDALE,MS
38.3484,-81.6323,KANAWHA,CHARLESTON,WV
38.8137,-97.6143,SALINE,SALINA,KS
33.5275,-117.705,ORANGE,LAGUNA NIGUEL,CA
38.7176,-77.7975,FAUQUIER,WARRENTON,VA
37.9678,-80.7717,GREENBRIER,RAINELLE,WV
38.939,-119.7369,DOUGLAS,GARDNERVILLE,NV
39.2237,-121.0521,NEVADA,GRASS VALLEY,CA
34.2693,-87.8303,MARION,HACKLEBURG,AL
30.5217,-87.8815,BALDWIN,FAIRHOPE,AL
35.4262,-83.4474,SWAIN,BRYSON CITY,NC
39.3661,-77.5409,FREDERICK,JEFFERSON,MD
42.2705,-71.8079,WORCESTER,WORCESTER,MA
40.2791,-75.387200000000007,MONTGOMERY,HARLEYSVILLE,PA
38.4082,-86.1086,HARRISON,PALMYRA,IN
36.666,-78.3908,MECKLENBURG,BOYDTON,VA
48.2375,-101.2781,WARD,MINOT,ND
35.7449,-89.5358,LAUDERDALE,RIPLEY,TN
35.2263,-93.1649,YELL,DARDANELLE,AR
37.6273,-118.99,MONO,MAMMOTH LAKES,CA
36.143,-120.3262,FRESNO,COALINGA,CA
39.4902,-83.6336,CLINTON,SABINA,OH
39.6063,-82.9334,PICKAWAY,CIRCLEVILLE,OH
29.5091,-98.3084,BEXAR,CONVERSE,TX
40.2637,-89.231,LOGAN,ATLANTA,IL
41.427,-78.7297,ELK,RIDGWAY,PA
40.406,-80.5671,HANCOCK,WEIRTON,WV
37.4741,-108.4999,MONTEZUMA,DOLORES,CO
42.5298,-83.7847,LIVINGSTON,BRIGHTON,MI
36.4648,-86.6665,SUMNER,WHITE HOUSE,TN
44.1664,-73.2555,ADDISON,VERGENNES,VT
34.3577,-86.0037,DEKALB,GERALDINE,AL
43.9573,-86.4434,MASON,LUDINGTON,MI
33.9076,-116.9766,RIVERSIDE,BEAUMONT,CA
39.8039,-77.0052,ADAMS,MIDWAY,PA
38.44,-90.9927,FRANKLIN,UNION,MO
40.4757,-88.9703,MCLEAN,BLOOMINGTON,IL
41.9189,-80.6724,ASHTABULA,NORTH KINGSVILLE,OH
34.4476,-82.395,ANDERSON,HONEA PATH,SC
42.2691,-88.0101,LAKE,MUNDELEIN,IL
39.7469,-94.2364,CLINTON,CAMERON,MO
33.8513,-111.9801,MARICOPA,CAVE CREEK,AZ
42.5335,-70.9724,ESSEX,PEABODY,MA
21.4569,-158.1759,HONOLULU,WAIANAE,HI
37.9649,-80.687,GREENBRIER,RUPERT,WV
20.0746,-155.4656,HAWAII,HONOKAA,HI
38.8187,-91.1384,WARREN,WARRENTON,MO
38.141,-90.5609,JEFFERSON,DE SOTO,MO
33.7305,-84.917,CARROLL,VILLA RICA,GA
33.1088,-96.6735,COLLIN,ALLEN,TX
33.6678,-86.8069,JEFFERSON,GARDENDALE,AL
40.5523,-75.6039,LEHIGH,TREXLERTOWN,PA
33.9072,-98.5291,WICHITA,WICHITA FALLS,TX
34.5022,-82.0207,LAURENS,LAURENS,SC
41.2305,-80.4414,MERCER,HERMITAGE,PA
32.6474,-83.7541,PEACH,BYRON,GA
34.0391,-84.3513,FULTON,ROSWELL,GA
47.966,-116.8701,KOOTENAI,SPIRIT LAKE,ID
42.2911,-85.4182,KALAMAZOO,GALESBURG,MI
36.3546,-94.2306,BENTON,BENTONVILLE,AR
42.7354,-73.6751,RENSSELAER,TROY,NY
34.1818,-118.2468,LOS ANGELES,GLENDALE,CA
41.1035,-73.7969,WESTCHESTER,HAWTHORNE,NY
46.7226,-122.9696,LEWIS,CENTRALIA,WA
42.2046,-123.6489,JOSEPHINE,KERBY,OR
35.0139,-118.1895,KERN,MOJAVE,CA
29.0529,-82.441,MARION,DUNNELLON,FL
40.3699,-105.5216,LARIMER,ESTES PARK,CO
40.1384,-79.9002,WASHINGTON,CHARLEROI,PA
35.5253,-86.3301,BEDFORD,WARTRACE,TN
31.1591,-83.7708,COLQUITT,MOULTRIE,GA
33.6606,-117.6712,ORANGE,LAKE FOREST,CA
40.8859,-74.5597,MORRIS,DOVER,NJ
45.0556,-87.7476,MARINETTE,PESHTIGO,WI
34.4931,-77.4338,ONSLOW,NORTH TOPSAIL BEACH,NC
30.4422,-88.9512,HARRISON,BILOXI,MS
39.5226,-87.124,CLAY,BRAZIL,IN
39.1463,-123.2105,MENDOCINO,UKIAH,CA
37.451,-89.2666,UNION,JONESBORO,IL
37.1655,-118.2952,INYO,BIG PINE,CA
41.896,-88.2253,DUPAGE,WEST CHICAGO,IL
39.5841,-86.4793,MORGAN,MONROVIA,IN
39.4115,-76.7913,BALTIMORE,OWINGS MILLS,MD
39.4793,-76.63,BALTIMORE,COCKEYSVILLE,MD
46.9994,-120.5477,KITTITAS,ELLENSBURG,WA
43.1835,-88.9898,JEFFERSON,WATERLOO,WI
32.8584,-96.9702,DALLAS,IRVING,TX
34.9684,-82.4417,GREENVILLE,TRAVELERS REST,SC
34.9967,-81.234,YORK,YORK,SC
37.7985,-79.7903,ALLEGHANY,IRON GATE,VA
40.054,-111.672,UTAH,SALEM,UT
33.0344,-97.1146,DENTON,FLOWER MOUND,TX
34.5046,-88.208,TISHOMINGO,BELMONT,MS
43.3789,-124.233,COOS,COOS BAY,OR
40.7112,-73.3567,SUFFOLK,WEST BABYLON,NY
34.961,-89.8469,DESOTO,OLIVE BRANCH,MS
41.4723,-87.6176,COOK,STEGER,IL
42.1253,-72.6503,HAMPDEN,WEST SPRINGFIELD,MA
41.6758,-72.7862,HARTFORD,NEW BRITAIN,CT
39.1378,-77.7109,LOUDOUN,PURCELLVILLE,VA
43.8881,-91.2074,LA CROSSE,ONALASKA,WI
33.5148,-102.0066,LUBBOCK,WOLFFORTH,TX
46.9452,-119.9921,KITTITAS,VANTAGE,WA
35.1771,-83.9265,CHEROKEE,MARBLE,NC
36.8468,-76.354,PORTSMOUTH,PORTSMOUTH,VA
41.823,-71.4187,PROVIDENCE,PROVIDENCE,RI
40.3422,-80.818,JEFFERSON,BLOOMINGDALE,OH
35.3467,-75.5069,DARE,AVON,NC
37.0361,-93.2155,CHRISTIAN,OZARK,MO
39.2755,-93.9731,RAY,RICHMOND,MO
34.7192,-112.0014,YAVAPAI,COTTONWOOD,AZ
42.326,-111.2988,BEAR LAKE,MONTPELIER,ID
40.6647,-73.7044,NASSAU,VALLEY STREAM,NY
40.1358,-75.5201,CHESTER,PHOENIXVILLE,PA
34.4856,-83.1983,STEPHENS,MARTIN,GA
42.8644,-76.9827,ONTARIO,GENEVA,NY
44.0826,-93.5025,WASECA,WASECA,MN
41.0183,-76.8767,UNION,WEST MILTON,PA
40.6537,-75.084,HUNTERDON,BLOOMSBURY,NJ
30.2742,-98.4063,BLANCO,JOHNSON CITY,TX
46.1635,-90.0528,IRON,MERCER,WI
44.7409,-89.0459,SHAWANO,TIGERTON,WI
35.4764,-80.6403,CABARRUS,KANNAPOLIS,NC
47.3091,-122.3358,KING,FEDERAL WAY,WA
39.6874,-74.9786,GLOUCESTER,WILLIAMSTOWN,NJ
41.8667,-88.0629,DUPAGE,GLEN ELLYN,IL
36.0717,-75.7184,DARE,KITTY HAWK,NC
36.2949,-119.7983,KINGS,LEMOORE,CA
21.4734,-158.2103,HONOLULU,MAKAHA,HI
42.0278,-87.8099,COOK,NILES,IL
38.6958,-75.0749,SUSSEX,DEWEY BEACH,DE
44.6573,-93.1688,DAKOTA,FARMINGTON,MN
41.1351,-104.79,LARAMIE,CHEYENNE,WY
40.7544,-75.6114,LEHIGH,SLATINGTON,PA
40.9989,-74.3471,MORRIS,BUTLER,NJ
34.936,-104.6769,GUADALUPE,SANTA ROSA,NM
42.8498,-92.0971,BREMER,SUMNER,IA
41.8864,-87.9779,DUPAGE,VILLA PARK,IL
32.7184,-116.8709,SAN DIEGO,JAMUL,CA
38.8529,-82.1303,MASON,POINT PLEASANT,WV
42.6844,-73.1166,BERKSHIRE,NORTH ADAMS,MA
40.4129,-76.4807,LEBANON,JONESTOWN,PA
40.5024,-79.7496,ALLEGHENY,PLUM,PA
28.3326,-80.6274,BREVARD,COCOA BEACH,FL
38.9423,-76.9645,PRINCE GEORGE'S,MOUNT RAINIER,MD
40.6266,-75.3679,NORTHAMPTON,BETHLEHEM,PA
36.1832,-95.7662,ROGERS,CATOOSA,OK
31.8154,-93.5164,SABINE,PLEASANT HILL,LA
40.4455,-74.3784,MIDDLESEX,SOUTH RIVER,NJ
37.0821,-78.0029,NOTTOWAY,BLACKSTONE,VA
40.31,-76.5945,LEBANON,PALMYRA,PA
42.1764,-72.5719,HAMPDEN,CHICOPEE,MA
39.9809,-76.2705,LANCASTER,WILLOW STREET,PA
40.3904,-122.2861,SHASTA,COTTONWOOD,CA
41.0471,-71.9449,SUFFOLK,MONTAUK,NY
39.5455,-107.3346,GARFIELD,GLENWOOD SPRINGS,CO
27.477,-81.453,HIGHLANDS,SEBRING,FL
40.417,-79.6232,WESTMORELAND,EXPORT,PA
40.9049,-80.8491,COLUMBIANA,SALEM,OH
39.9357,-80.0751,GREENE,MATHER,PA
43.2117,-78.4757,NIAGARA,MIDDLEPORT,NY
33.0926,-84.3423,PIKE,ZEBULON,GA
35.1545,-80.5345,UNION,FAIRVIEW,NC
33.2845,-86.8756,SHELBY,HELENA,AL
40.6148,-111.8928,SALT LAKE,MIDVALE,UT
36.3406,-82.3803,WASHINGTON,JOHNSON CITY,TN
33.8363,-116.4642,RIVERSIDE,CATHEDRAL CITY,CA
43.0114,-75.0396,HERKIMER,ILION,NY
32.569,-97.1211,TARRANT,MANSFIELD,TX
34.0853,-83.7593,JACKSON,HOSCHTON,GA
37.3875,-120.7248,MERCED,LIVINGSTON,CA
31.3101,-86.4781,COVINGTON,ANDALUSIA,AL
36.9936,-91.7019,HOWELL,MOUNTAIN VIEW,MO
39.0617,-81.3977,WIRT,ELIZABETH,WV
34.819,-82.5828,PICKENS,EASLEY,SC
42.5984,-114.7596,TWIN FALLS,BUHL,ID
43.0769,-75.6621,MADISON,ONEIDA,NY
41.9182,-88.1308,DUPAGE,CAROL STREAM,IL
29.7282,-84.994,FRANKLIN,APALACHICOLA,FL
36.4554,-93.9757,BENTON,GARFIELD,AR
28.1588,-81.6084,POLK,DAVENPORT,FL
39.7353,-76.6967,YORK,NEW FREEDOM,PA
41.4851,-81.9315,CUYAHOGA,BAY VILLAGE,OH
38.7581,-85.3974,JEFFERSON,MADISON,IN
38.8866,-89.3893,BOND,GREENVILLE,IL
40.6817,-73.4496,NASSAU,MASSAPEQUA PARK,NY
39.6828,-83.9414,GREENE,XENIA,OH
44.2631,-121.1798,DESCHUTES,REDMOND,OR
40.6251,-74.2381,UNION,LINDEN,NJ
41.0647,-73.8673,WESTCHESTER,TARRYTOWN,NY
37.4688,-122.4383,SAN MATEO,HALF MOON BAY,CA
40.0272,-83.0704,FRANKLIN,UPPER ARLINGTON,OH
39.6776,-75.7573,NEW CASTLE,NEWARK,DE
45.2536,-92.9583,WASHINGTON,FOREST LAKE,MN
37.1261,-88.6276,MASSAC,BROOKPORT,IL
38.3089,-85.8234,FLOYD,NEW ALBANY,IN
38.521,-82.7195,GREENUP,FLATWOODS,KY
26.7038,-80.2241,PALM BEACH,ROYAL PALM BEACH,FL
46.3115,-119.3998,BENTON,WEST RICHLAND,WA
39.5348,-76.346,HARFORD,BEL AIR,MD
45.092,-93.7453,WRIGHT,ROCKFORD,MN
41.3058,-75.8416,LUZERNE,WYOMING,PA
41.0024,-74.2859,PASSAIC,POMPTON LAKES,NJ
44.8033,-122.7983,MARION,STAYTON,OR
47.0223,-123.4737,GRAYS HARBOR,SATSOP,WA
40.8792,-73.3232,SUFFOLK,EAST NORTHPORT,NY
40.6515,-73.5535,NASSAU,MERRICK,NY
35.4421,-95.9848,OKMULGEE,HENRYETTA,OK
44.8505,-123.2283,POLK,MONMOUTH,OR
44.2592,-114.3997,CUSTER,CLAYTON,ID
21.6793,-157.9473,HONOLULU,KAHUKU,HI
36.5294,-95.7011,ROGERS,TALALA,OK
44.3022,-96.7859,BROOKINGS,BROOKINGS,SD
40.6764,-78.246,BLAIR,TYRONE,PA
30.8502,-83.2788,LOWNDES,VALDOSTA,GA
36.3995,-78.1575,WARREN,WARRENTON,NC
38.7929,-92.2477,BOONE,ASHLAND,MO
39.6022,-86.3681,MORGAN,MOORESVILLE,IN
41.1612,-85.4855,WHITLEY,COLUMBIA CITY,IN
35.2846,-86.3587,MOORE,LYNCHBURG,TN
42.492,-92.3522,BLACK HAWK,WATERLOO,IA
44.0716,-103.2204,PENNINGTON,RAPID CITY,SD
39.1512,-119.7474,CARSON CITY,CARSON CITY,NV
37.7553,-81.2078,RALEIGH,MACARTHUR,WV
47.1628,-122.5299,PIERCE,LAKEWOOD,WA
32.9066,-80.0722,CHARLESTON,NORTH CHARLESTON,SC
34.6312,-79.0186,ROBESON,LUMBERTON,NC
43.4444,-111.3287,BONNEVILLE,SWAN VALLEY,ID
41.1045,-82.6139,HURON,NORTH FAIRFIELD,OH
47.7753,-97.1058,GRAND FORKS,THOMPSON,ND
33.5209,-82.0985,COLUMBIA,MARTINEZ,GA
32.4588,-85.0251,RUSSELL,PHENIX CITY,AL
45.9833,-94.36,MORRISON,LITTLE FALLS,MN
39.8046,-74.9851,CAMDEN,CLEMENTON,NJ
40.0188,-79.891,FAYETTE,BROWNSVILLE,PA
45.3669,-122.6399,CLACKAMAS,WEST LINN,OR
40.5213,-75.7772,BERKS,KUTZTOWN,PA
30.5728,-97.8618,WILLIAMSON,LEANDER,TX
32.7951,-95.4442,WOOD,QUITMAN,TX
31.5525,-90.1145,LAWRENCE,MONTICELLO,MS
45.0573,-92.8313,WASHINGTON,STILLWATER,MN
36.0125,-93.1874,NEWTON,JASPER,AR
39.355,-94.3598,CLAY,KEARNEY,MO
34.6103,-83.5284,HABERSHAM,CLARKESVILLE,GA
37.1943,-93.2916,GREENE,SPRINGFIELD,MO
42.0063,-87.9921,COOK,ELK GROVE VILLAGE,IL
32.8571,-85.2081,CHAMBERS,LANETT,AL
40.1784,-74.8524,BUCKS,FAIRLESS HILLS,PA
40.7944,-73.0707,SUFFOLK,HOLBROOK,NY
47.2962,-93.4036,ITASCA,BOVEY,MN
37.3531,-77.4342,CHESTERFIELD,CHESTER,VA
40.926,-73.0651,SUFFOLK,PORT JEFFERSON STATION,NY
40.8813,-73.0059,SUFFOLK,CORAM,NY
38.7513,-90.6582,ST. CHARLES,COTTLEVILLE,MO
48.8525,-122.5893,WHATCOM,FERNDALE,WA
43.9212,-123.016,LANE,CRESWELL,OR
33.9025,-118.0093,LOS ANGELES,LA MIRADA,CA
